E_R
3.695661e+07
3.682354e+07
3.669719e+07
3.657773e+07
3.646554e+07
3.636106e+07
3.626465e+07
3.617636e+07
3.609584e+07
3.602203e+07
3.595297e+07
3.588597e+07
3.581821e+07
3.574702e+07
3.566997e+07
3.558491e+07
3.548991e+07
3.538308e+07
3.526248e+07
3.512608e+07
3.497176e+07
3.479730e+07
3.460045e+07
3.437893e+07
3.413051e+07
3.385305e+07
3.354458e+07
3.320336e+07
3.282803e+07
3.241761e+07
3.197169e+07
3.149052e+07
3.097508e+07
3.252603e+07
3.466157e+07
3.692742e+07
3.933235e+07
4.188554e+07
4.459647e+07
4.747484e+07
5.053058e+07
5.377373e+07
5.721443e+07
6.086284e+07
6.472900e+07
6.882280e+07
7.315377e+07
7.773100e+07
8.256297e+07
8.765736e+07
9.302094e+07
9.865938e+07
1.045771e+08
1.107769e+08
1.172597e+08
1.240234e+08
1.310631e+08
1.383700e+08
1.459312e+08
1.537293e+08
1.617418e+08
1.699405e+08
1.782920e+08
1.867566e+08
1.952892e+08
2.038388e+08
2.123500e+08
2.207632e+08
2.290167e+08
2.370479e+08
2.447953e+08
2.522016e+08
2.592168e+08
2.657970e+08
2.718995e+08
2.774816e+08
2.824987e+08
2.869042e+08
2.906495e+08
2.936837e+08
2.959542e+08
2.974075e+08
2.979901e+08
2.976497e+08
2.963374e+08
2.940094e+08
2.906295e+08
2.861729e+08
2.806289e+08
2.740053e+08
2.663328e+08
2.576693e+08
2.480372e+08
2.374680e+08
2.262722e+08
2.145998e+08
2.025988e+08
1.904113e+08
1.781701e+08
1.659970e+08
1.540013e+08
1.422794e+08
1.309140e+08
1.199749e+08
1.095184e+08
9.958891e+07
9.021868e+07
8.142937e+07
7.323278e+07
6.563190e+07
5.862204e+07
5.219189e+07
4.632460e+07
4.099864e+07
3.618822e+07
3.186410e+07
2.799456e+07
2.454633e+07
2.148551e+07
1.877832e+07
1.639170e+07
1.429390e+07
1.245480e+07
1.084620e+07
9.442005e+06
8.218288e+06
7.153314e+06
6.227483e+06
5.423250e+06
4.725002e+06
4.118933e+06
3.592897e+06
3.136252e+06
2.739708e+06
2.395182e+06
2.095660e+06
1.835073e+06
1.608171e+06
1.410426e+06
1.237931e+06
1.087315e+06
9.556744e+05
8.405061e+05
7.396505e+05
6.512448e+05
5.736809e+05
5.055689e+05
4.457070e+05
3.930546e+05
3.467099e+05
3.058899e+05
2.699147e+05
2.381924e+05
2.102075e+05
1.917697e+05
1.831310e+05
1.749139e+05
1.670995e+05
1.596694e+05
1.526061e+05
1.458926e+05
1.395126e+05
1.334503e+05
1.276905e+05
1.222184e+05
1.170198e+05
1.120808e+05
1.073880e+05
1.029287e+05
9.869089e+04
9.466285e+04
9.083362e+04
8.719272e+04
8.373017e+04
8.043645e+04
7.730249e+04
7.431964e+04
7.147971e+04
6.877490e+04
6.619786e+04
6.374162e+04
6.139960e+04
5.916558e+04
5.703370e+04
5.499843e+04
5.305457e+04
5.119723e+04
4.942181e+04
4.772396e+04
4.609962e+04
4.454495e+04
4.305635e+04
4.163047e+04
4.026417e+04
3.895457e+04
3.769902e+04
3.649508e+04
3.534047e+04
3.423304e+04
3.317073e+04
3.215156e+04
3.117366e+04
3.023523e+04
2.933454e+04
2.846994e+04
2.763985e+04
2.684277e+04
2.607725e+04
2.534191e+04
2.463543e+04
2.395653e+04
