Freq,Level
1150.000000,52.492113
1151.000000,52.507549
1152.000000,52.522972
1153.000000,52.538382
1154.000000,52.553778
1155.000000,52.569161
1156.000000,52.584531
1157.000000,52.599887
1158.000000,52.615230
1159.000000,52.630560
1160.000000,52.645876
1161.000000,52.661180
1162.000000,52.676470
1163.000000,52.691747
1164.000000,52.707011
1165.000000,52.722262
1166.000000,52.737499
1167.000000,52.752724
1168.000000,52.767936
1169.000000,52.783134
1170.000000,52.798320
1171.000000,52.813493
1172.000000,52.828652
1173.000000,52.843799
1174.000000,52.858933
1175.000000,52.874054
1176.000000,52.889162
1177.000000,52.904257
1178.000000,52.919340
1179.000000,52.934409
1180.000000,52.949466
1181.000000,52.964510
1182.000000,52.979542
1183.000000,52.994560
1184.000000,53.009566
1185.000000,53.024560
1186.000000,53.039540
1187.000000,53.054508
1188.000000,53.069464
1189.000000,53.084407
1190.000000,53.099337
1191.000000,53.114255
1192.000000,53.129160
1193.000000,53.144053
1194.000000,53.158933
1195.000000,53.173801
1196.000000,53.188656
1197.000000,53.203499
1198.000000,53.218330
1199.000000,53.233148
1200.000000,53.247954
1201.000000,53.262747
1202.000000,53.277528
1203.000000,53.292297
1204.000000,53.307054
1205.000000,53.321798
1206.000000,53.336530
1207.000000,53.351250
1208.000000,53.365958
1209.000000,53.380653
1210.000000,53.395337
1211.000000,53.410008
1212.000000,53.424667
1213.000000,53.439314
1214.000000,53.453949
1215.000000,53.468572
1216.000000,53.483183
1217.000000,53.497782
1218.000000,53.512369
1219.000000,53.526944
1220.000000,53.541507
1221.000000,53.556058
1222.000000,53.570597
1223.000000,53.585124
1224.000000,53.599640
1225.000000,53.614143
1226.000000,53.628635
1227.000000,53.643115
1228.000000,53.657583
1229.000000,53.672039
1230.000000,53.686484
1231.000000,53.700917
1232.000000,53.715338
1233.000000,53.729747
1234.000000,53.744145
1235.000000,53.758531
1236.000000,53.772905
1237.000000,53.787268
1238.000000,53.801619
1239.000000,53.815959
1240.000000,53.830287
1241.000000,53.844603
1242.000000,53.858908
1243.000000,53.873202
1244.000000,53.887484
1245.000000,53.901754
1246.000000,53.916013
1247.000000,53.930261
1248.000000,53.944497
1249.000000,53.958722
1250.000000,53.972935
1251.000000,53.987137
1252.000000,54.001327
1253.000000,54.015507
1254.000000,54.029675
1255.000000,54.043831
1256.000000,54.057977
1257.000000,54.072111
1258.000000,54.086234
1259.000000,54.100346
1260.000000,54.114446
1261.000000,54.128535
1262.000000,54.142614
1263.000000,54.156681
1264.000000,54.170736
1265.000000,54.184781
1266.000000,54.198815
1267.000000,54.212837
1268.000000,54.226849
1269.000000,54.240849
1270.000000,54.254839
1271.000000,54.268817
1272.000000,54.282785
1273.000000,54.296741
1274.000000,54.310687
1275.000000,54.324621
1276.000000,54.338545
1277.000000,54.352457
1278.000000,54.366359
1279.000000,54.380250
1280.000000,54.394130
1281.000000,54.408000
1282.000000,54.421858
1283.000000,54.435706
1284.000000,54.449542
1285.000000,54.463369
1286.000000,54.477184
1287.000000,54.490988
1288.000000,54.504782
1289.000000,54.518565
1290.000000,54.532338
1291.000000,54.546100
1292.000000,54.559851
1293.000000,54.573591
1294.000000,54.587321
1295.000000,54.601040
1296.000000,54.614749
1297.000000,54.628447
1298.000000,54.642135
1299.000000,54.655812
1300.000000,54.669478
1301.000000,54.683134
1302.000000,54.696780
1303.000000,54.710415
1304.000000,54.724039
1305.000000,54.737653
1306.000000,54.751257
1307.000000,54.764850
1308.000000,54.778433
1309.000000,54.792005
1310.000000,54.805567
1311.000000,54.819119
1312.000000,54.832661
1313.000000,54.846192
1314.000000,54.859713
1315.000000,54.873223
1316.000000,54.886723
1317.000000,54.900213
1318.000000,54.913693
1319.000000,54.927163
1320.000000,54.940622
1321.000000,54.954071
1322.000000,54.967510
1323.000000,54.980939
1324.000000,54.994357
1325.000000,55.007766
1326.000000,55.021164
1327.000000,55.034553
1328.000000,55.047931
1329.000000,55.061299
1330.000000,55.074657
1331.000000,55.088005
1332.000000,55.101343
1333.000000,55.114671
1334.000000,55.127989
1335.000000,55.141297
1336.000000,55.154595
1337.000000,55.167883
1338.000000,55.181162
1339.000000,55.194430
1340.000000,55.207688
1341.000000,55.220937
1342.000000,55.234175
1343.000000,55.247404
1344.000000,55.260623
1345.000000,55.273832
1346.000000,55.287031
1347.000000,55.300221
1348.000000,55.313400
1349.000000,55.326570
1350.000000,55.339730
1351.000000,55.352881
1352.000000,55.366021
1353.000000,55.379152
1354.000000,55.392273
1355.000000,55.405385
1356.000000,55.418487
1357.000000,55.431579
1358.000000,55.444662
1359.000000,55.457735
1360.000000,55.470798
1361.000000,55.483852
1362.000000,55.496896
1363.000000,55.509930
1364.000000,55.522955
1365.000000,55.535971
1366.000000,55.548977
1367.000000,55.561973
1368.000000,55.574960
1369.000000,55.587937
1370.000000,55.600905
1371.000000,55.613864
1372.000000,55.626813
1373.000000,55.639752
